Sequence Position in training data,,Customer ID# in market test database,"Male=0, Female=1",total_expenditure ,"months_since_last_purchase, ","number_of_purchases, ",months_since_first_purchase ,,,
1901,user1901,15725,0,450,16,11,42,,,
1902,user1902,15735,1,259,2,2,6,,,
1903,user1903,15749,1,226,22,3,32,,,
1904,user1904,15753,1,247,14,12,60,,,
1905,user1905,15754,1,76,8,2,10,,,
1906,user1906,15777,1,352,36,10,60,,,
1907,user1907,15787,0,309,18,2,20,,,
1908,user1908,15802,1,271,36,8,82,,,
1909,user1909,15803,1,285,28,1,28,,,
1910,user1910,15809,1,306,16,7,34,,,
1911,user1911,15812,0,286,4,2,12,,,
1912,user1912,15830,0,221,14,1,14,,,
1913,user1913,15847,0,380,12,10,70,,,
1914,user1914,15858,0,148,26,2,30,,,
1915,user1915,15860,1,211,8,2,14,,,
1916,user1916,15868,1,202,30,1,30,,,
1917,user1917,15874,1,277,6,3,14,,,
1918,user1918,15891,1,326,4,8,42,,,
1919,user1919,15894,0,273,6,12,60,,,
1920,user1920,15896,0,220,24,1,24,,,
1921,user1921,15899,1,232,12,3,24,,,
1922,user1922,15915,1,222,8,2,12,,,
1923,user1923,15917,1,109,6,1,6,,,
1924,user1924,15947,1,235,26,1,26,,,
1925,user1925,15950,1,146,6,6,32,,,
1926,user1926,15964,1,130,2,1,2,,,
1927,user1927,15967,1,132,4,1,4,,,
1928,user1928,15973,1,91,16,2,24,,,
1929,user1929,15974,0,152,26,2,30,,,
1930,user1930,15989,1,171,2,2,10,,,
1931,user1931,16001,1,92,16,2,22,,,
1932,user1932,16010,1,249,12,1,12,,,
1933,user1933,16015,1,163,10,5,20,,,
1934,user1934,16025,1,102,16,2,24,,,
1935,user1935,16032,1,198,14,2,16,,,
1936,user1936,16036,0,239,4,5,16,,,
1937,user1937,16044,1,134,10,1,10,,,
1938,user1938,16051,1,402,18,7,52,,,
1939,user1939,16052,1,242,32,3,46,,,
1940,user1940,16055,0,117,12,2,14,,,
1941,user1941,16072,1,285,16,2,24,,,
1942,user1942,16073,0,131,14,2,20,,,
1943,user1943,16074,1,343,8,12,68,,,
1944,user1944,16082,1,33,34,2,38,,,
1945,user1945,16087,1,164,14,1,14,,,
1946,user1946,16088,1,169,16,2,22,,,
1947,user1947,16094,1,316,16,4,28,,,
1948,user1948,16112,0,316,36,2,42,,,
1949,user1949,16121,0,287,10,1,10,,,
1950,user1950,16128,1,271,14,2,16,,,
1951,user1951,16142,1,243,20,1,20,,,
1952,user1952,16150,1,286,14,10,66,,,
1953,user1953,16161,1,233,8,2,14,,,
1954,user1954,16173,0,426,6,9,34,,,
1955,user1955,16181,1,215,10,1,10,,,
1956,user1956,16185,1,85,18,1,18,,,
1957,user1957,16190,1,197,16,3,28,,,
1958,user1958,16199,1,353,16,9,42,,,
1959,user1959,16215,1,152,14,10,34,,,
1960,user1960,16230,1,390,2,8,20,,,
1961,user1961,16234,1,239,16,2,22,,,
1962,user1962,16246,0,320,6,11,34,,,
1963,user1963,16261,0,159,18,1,18,,,
1964,user1964,16273,1,221,30,10,70,,,
1965,user1965,16303,1,157,14,5,32,,,
1966,user1966,16304,0,232,10,1,10,,,
1967,user1967,16308,1,341,26,8,72,,,
1968,user1968,16311,1,99,14,1,14,,,
1969,user1969,16322,1,183,28,2,30,,,
1970,user1970,16323,1,223,2,6,36,,,
1971,user1971,16346,0,326,14,6,44,,,
1972,user1972,16360,0,203,2,12,28,,,
1973,user1973,16362,0,361,10,12,64,,,
1974,user1974,16366,1,258,10,9,56,,,
1975,user1975,16373,0,176,8,3,14,,,
1976,user1976,16382,1,288,14,2,18,,,
1977,user1977,16383,0,184,14,2,16,,,
1978,user1978,16387,1,221,10,2,16,,,
1979,user1979,16390,1,165,12,10,66,,,
1980,user1980,16406,1,287,20,2,26,,,
1981,user1981,16424,1,243,14,11,46,,,
1982,user1982,16439,0,247,6,2,8,,,
1983,user1983,16440,1,104,14,2,16,,,
1984,user1984,16452,1,196,16,1,16,,,
1985,user1985,16456,1,245,16,1,16,,,
1986,user1986,16461,0,96,8,2,12,,,
1987,user1987,16476,1,68,10,1,10,,,
1988,user1988,16478,1,198,14,2,22,,,
1989,user1989,16479,1,207,10,1,10,,,
1990,user1990,16491,1,121,36,2,42,,,
1991,user1991,16496,1,93,10,1,10,,,
1992,user1992,16507,0,44,10,1,10,,,
1993,user1993,16511,1,159,2,3,18,,,
1994,user1994,16520,1,298,12,9,44,,,
1995,user1995,16523,0,59,10,1,10,,,
1996,user1996,16537,0,46,12,1,12,,,
1997,user1997,16546,1,166,12,2,20,,,
1998,user1998,16548,1,328,4,5,18,,,
1999,user1999,16557,1,297,10,8,44,,,
2000,user2000,16576,0,263,10,1,10,,,
2001,user2001,16586,0,291,6,1,6,,,
2002,user2002,16603,0,195,12,1,12,,,
2003,user2003,16612,1,142,10,2,16,,,
2004,user2004,16619,1,64,10,1,10,,,
2005,user2005,16623,1,23,18,1,18,,,
2006,user2006,16629,1,20,12,1,12,,,
2007,user2007,16633,1,55,14,2,20,,,
2008,user2008,16647,1,109,12,2,16,,,
2009,user2009,16650,0,94,12,2,18,,,
2010,user2010,16670,0,343,10,12,66,,,
2011,user2011,16672,1,289,16,1,16,,,
2012,user2012,16683,1,121,6,2,12,,,
2013,user2013,16688,0,176,6,10,36,,,
2014,user2014,16690,1,174,10,1,10,,,
2015,user2015,16691,1,132,16,1,16,,,
2016,user2016,16692,1,99,8,1,8,,,
2017,user2017,16695,1,264,16,6,38,,,
2018,user2018,16696,0,166,2,4,24,,,
2019,user2019,16702,1,278,12,3,24,,,
2020,user2020,16704,1,63,2,2,10,,,
2021,user2021,16708,1,61,16,2,20,,,
2022,user2022,16712,1,226,20,10,80,,,
2023,user2023,16713,0,326,8,2,14,,,
2024,user2024,16716,1,239,10,9,46,,,
2025,user2025,16747,1,383,12,7,42,,,
2026,user2026,16768,1,256,10,12,62,,,
2027,user2027,16773,1,299,14,2,18,,,
2028,user2028,16776,1,308,24,1,24,,,
2029,user2029,16789,0,192,10,11,72,,,
2030,user2030,16801,1,20,30,1,30,,,
2031,user2031,16805,1,216,16,6,48,,,
2032,user2032,16817,0,273,4,2,6,,,
2033,user2033,16820,1,18,16,1,16,,,
2034,user2034,16821,0,259,16,2,20,,,
2035,user2035,16833,1,228,20,5,46,,,
2036,user2036,16844,1,181,8,10,62,,,
2037,user2037,16846,1,417,14,12,74,,,
2038,user2038,16850,1,229,4,8,22,,,
2039,user2039,16871,1,88,32,1,32,,,
2040,user2040,16886,1,188,12,2,14,,,
2041,user2041,16887,0,344,24,10,80,,,
2042,user2042,16899,0,140,16,2,18,,,
2043,user2043,16901,1,248,6,7,46,,,
2044,user2044,16902,1,279,14,1,14,,,
2045,user2045,16910,1,238,34,2,42,,,
2046,user2046,16911,1,88,10,5,26,,,
2047,user2047,16914,0,263,6,2,8,,,
2048,user2048,16920,1,277,6,10,56,,,
2049,user2049,16937,1,75,12,1,12,,,
2050,user2050,16950,1,323,14,10,50,,,
2051,user2051,16955,0,278,12,1,12,,,
2052,user2052,16969,1,25,16,1,16,,,
2053,user2053,16977,1,77,16,4,28,,,
2054,user2054,16988,0,179,8,2,10,,,
2055,user2055,16994,1,243,30,2,34,,,
2056,user2056,17015,1,226,10,12,52,,,
2057,user2057,17017,1,320,10,2,16,,,
2058,user2058,17035,1,290,10,2,16,,,
2059,user2059,17036,1,134,12,2,14,,,
2060,user2060,17054,1,233,12,3,24,,,
2061,user2061,17074,1,127,14,1,14,,,
2062,user2062,17075,0,272,30,2,36,,,
2063,user2063,17081,1,314,18,11,72,,,
2064,user2064,17083,1,62,10,1,10,,,
2065,user2065,17093,0,119,10,7,34,,,
2066,user2066,17108,1,97,14,1,14,,,
2067,user2067,17118,1,235,16,2,24,,,
2068,user2068,17121,1,45,6,2,12,,,
2069,user2069,17123,1,330,12,10,58,,,
2070,user2070,17132,0,155,2,3,8,,,
2071,user2071,17142,1,316,14,4,36,,,
2072,user2072,17159,0,412,2,10,34,,,
2073,user2073,17162,1,217,14,1,14,,,
2074,user2074,17165,1,88,22,1,22,,,
2075,user2075,17173,1,250,22,6,48,,,
2076,user2076,17186,1,324,4,2,6,,,
2077,user2077,17188,0,52,24,2,28,,,
2078,user2078,17195,0,30,12,2,16,,,
2079,user2079,17200,0,366,32,10,88,,,
2080,user2080,17203,1,308,12,2,14,,,
2081,user2081,17206,0,299,14,1,14,,,
2082,user2082,17210,1,93,16,2,20,,,
2083,user2083,17217,1,303,12,2,18,,,
2084,user2084,17227,0,369,16,9,60,,,
2085,user2085,17235,1,186,12,12,62,,,
2086,user2086,17254,1,186,20,1,20,,,
2087,user2087,17269,1,60,14,1,14,,,
2088,user2088,17271,1,69,14,1,14,,,
2089,user2089,17281,1,418,10,8,36,,,
2090,user2090,17285,1,146,6,5,30,,,
2091,user2091,17294,1,160,10,2,12,,,
2092,user2092,17297,0,217,8,11,38,,,
2093,user2093,17302,1,101,32,1,32,,,
2094,user2094,17309,1,280,26,3,42,,,
2095,user2095,17310,1,185,16,3,26,,,
2096,user2096,17311,1,243,10,1,10,,,
2097,user2097,17319,1,437,2,11,42,,,
2098,user2098,17322,1,126,12,1,12,,,
2099,user2099,17331,0,279,16,8,42,,,
2100,user2100,17334,0,231,16,7,56,,,
2101,user2101,17340,1,225,14,9,66,,,
2102,user2102,17353,1,256,14,10,44,,,
2103,user2103,17366,0,209,10,4,22,,,
2104,user2104,17375,0,225,28,2,34,,,
2105,user2105,17387,1,219,10,12,62,,,
2106,user2106,17398,0,263,6,3,18,,,
2107,user2107,17399,1,311,24,2,26,,,
2108,user2108,17410,0,311,36,1,36,,,
2109,user2109,17415,1,244,4,1,4,,,
2110,user2110,17419,0,202,10,4,26,,,
2111,user2111,17429,1,88,10,2,16,,,
2112,user2112,17434,1,241,2,12,42,,,
2113,user2113,17436,0,189,20,1,20,,,
2114,user2114,17458,1,236,14,1,14,,,
2115,user2115,17459,0,249,16,1,16,,,
2116,user2116,17464,0,189,14,1,14,,,
2117,user2117,17470,1,140,12,2,18,,,
2118,user2118,17489,1,212,10,6,22,,,
2119,user2119,17491,1,228,8,1,8,,,
2120,user2120,17496,0,389,16,9,60,,,
2121,user2121,17519,0,89,6,1,6,,,
2122,user2122,17521,1,438,10,11,46,,,
2123,user2123,17536,1,89,16,1,16,,,
2124,user2124,17541,1,216,12,1,12,,,
2125,user2125,17556,1,153,8,7,26,,,
2126,user2126,17559,1,49,4,1,4,,,
2127,user2127,17569,1,174,16,2,22,,,
2128,user2128,17579,1,134,34,7,68,,,
2129,user2129,17581,1,155,8,10,42,,,
2130,user2130,17588,1,132,12,1,12,,,
2131,user2131,17601,1,106,26,1,26,,,
2132,user2132,17609,1,101,16,1,16,,,
2133,user2133,17633,1,133,34,2,38,,,
2134,user2134,17634,1,199,32,2,34,,,
2135,user2135,17658,1,295,12,2,14,,,
2136,user2136,17660,1,325,14,11,74,,,
2137,user2137,17661,1,91,8,2,16,,,
2138,user2138,17675,0,276,8,1,8,,,
2139,user2139,17676,0,232,14,2,18,,,
2140,user2140,17683,1,349,16,11,50,,,
2141,user2141,17698,0,465,6,12,74,,,
2142,user2142,17725,0,305,10,1,10,,,
2143,user2143,17726,0,319,10,2,12,,,
2144,user2144,17729,0,331,8,3,22,,,
2145,user2145,17730,1,235,14,1,14,,,
2146,user2146,17734,1,114,16,2,18,,,
2147,user2147,17739,0,153,2,2,6,,,
2148,user2148,17740,1,132,34,1,34,,,
2149,user2149,17745,1,199,12,6,38,,,
2150,user2150,17746,1,252,16,1,16,,,
2151,user2151,17758,1,318,2,2,6,,,
2152,user2152,17766,1,61,16,2,22,,,
2153,user2153,17768,1,409,12,10,68,,,
2154,user2154,17770,0,298,12,1,12,,,
2155,user2155,17771,1,49,4,1,4,,,
2156,user2156,17777,1,311,30,2,34,,,
2157,user2157,17791,1,296,14,7,38,,,
2158,user2158,17813,1,457,10,12,36,,,
2159,user2159,17832,1,112,6,2,12,,,
2160,user2160,17849,0,378,12,11,44,,,
2161,user2161,17850,1,237,16,10,70,,,
2162,user2162,17856,1,70,16,1,16,,,
2163,user2163,17858,0,303,22,8,54,,,
2164,user2164,17884,0,136,10,2,14,,,
2165,user2165,17894,1,191,4,2,6,,,
2166,user2166,17895,1,305,10,3,16,,,
2167,user2167,17899,1,92,20,4,32,,,
2168,user2168,17918,0,191,14,2,16,,,
2169,user2169,17922,0,432,16,10,64,,,
2170,user2170,17932,0,329,2,8,42,,,
2171,user2171,17935,1,188,14,1,14,,,
2172,user2172,17936,1,281,12,2,14,,,
2173,user2173,17942,1,392,16,10,66,,,
2174,user2174,17946,1,105,12,2,14,,,
2175,user2175,17956,1,273,16,1,16,,,
2176,user2176,17958,0,451,14,11,46,,,
2177,user2177,17959,1,266,14,1,14,,,
2178,user2178,17980,0,319,16,7,56,,,
2179,user2179,17981,1,152,4,10,30,,,
2180,user2180,17982,1,63,32,1,32,,,
2181,user2181,18008,0,403,14,8,60,,,
2182,user2182,18009,1,46,6,2,14,,,
2183,user2183,18036,1,291,2,3,18,,,
2184,user2184,18039,1,71,34,2,40,,,
2185,user2185,18040,1,303,10,11,58,,,
2186,user2186,18064,1,442,14,10,40,,,
2187,user2187,18077,0,44,22,2,26,,,
2188,user2188,18079,1,67,4,3,10,,,
2189,user2189,18080,1,195,6,2,10,,,
2190,user2190,18083,0,151,34,10,66,,,
2191,user2191,18087,0,251,14,1,14,,,
2192,user2192,18103,0,263,14,3,24,,,
2193,user2193,18108,1,291,8,1,8,,,
2194,user2194,18112,1,181,8,2,14,,,
2195,user2195,18114,1,126,8,3,18,,,
2196,user2196,18115,1,116,12,1,12,,,
2197,user2197,18123,1,150,30,1,30,,,
2198,user2198,18132,1,265,14,1,14,,,
2199,user2199,18153,1,298,12,3,20,,,
2200,user2200,18156,0,212,10,1,10,,,
2201,user2201,18157,1,284,22,2,28,,,
2202,user2202,18168,1,200,4,2,12,,,
2203,user2203,18174,1,257,16,8,46,,,
2204,user2204,18175,1,105,4,2,12,,,
2205,user2205,18197,0,274,2,1,2,,,
2206,user2206,18206,0,190,6,2,14,,,
2207,user2207,18208,1,222,18,2,24,,,
2208,user2208,18215,1,358,6,7,40,,,
2209,user2209,18247,1,134,16,1,16,,,
2210,user2210,18257,1,300,12,2,14,,,
2211,user2211,18259,1,269,8,2,10,,,
2212,user2212,18269,1,131,2,4,16,,,
2213,user2213,18272,0,48,14,1,14,,,
2214,user2214,18278,1,136,10,2,16,,,
2215,user2215,18280,1,366,8,12,48,,,
2216,user2216,18287,1,388,8,11,32,,,
2217,user2217,18291,1,224,2,2,10,,,
2218,user2218,18297,0,133,34,1,34,,,
2219,user2219,18303,1,271,2,2,4,,,
2220,user2220,18306,0,190,8,2,14,,,
2221,user2221,18324,0,181,16,2,18,,,
2222,user2222,18327,1,243,6,1,6,,,
2223,user2223,18332,1,57,2,3,14,,,
2224,user2224,18340,0,299,4,1,4,,,
2225,user2225,18351,1,343,14,3,24,,,
2226,user2226,18359,0,203,2,1,2,,,
2227,user2227,18360,1,232,14,5,28,,,
2228,user2228,18361,1,166,16,9,44,,,
2229,user2229,18365,1,170,14,2,22,,,
2230,user2230,18386,1,142,16,3,30,,,
2231,user2231,18399,0,258,30,2,36,,,
2232,user2232,18401,1,153,4,1,4,,,
2233,user2233,18405,1,194,12,1,12,,,
2234,user2234,18411,0,135,10,2,14,,,
2235,user2235,18416,1,274,2,2,8,,,
2236,user2236,18418,1,273,16,12,84,,,
2237,user2237,18425,1,205,12,1,12,,,
2238,user2238,18428,1,135,6,9,34,,,
2239,user2239,18437,1,325,14,2,20,,,
2240,user2240,18447,1,119,32,2,36,,,
2241,user2241,18451,1,288,26,2,32,,,
2242,user2242,18456,1,279,8,2,14,,,
2243,user2243,18458,1,120,6,1,6,,,
2244,user2244,18466,1,51,10,1,10,,,
2245,user2245,18489,1,274,10,1,10,,,
2246,user2246,18493,1,421,12,10,66,,,
2247,user2247,18507,1,183,14,2,22,,,
2248,user2248,18508,1,347,4,7,40,,,
2249,user2249,18512,1,179,20,5,38,,,
2250,user2250,18519,1,309,14,8,30,,,
2251,user2251,18526,1,26,12,1,12,,,
2252,user2252,18528,1,417,16,12,52,,,
2253,user2253,18535,0,230,14,1,14,,,
2254,user2254,18539,1,363,14,5,38,,,
2255,user2255,18546,1,326,20,2,24,,,
2256,user2256,18562,1,249,4,2,10,,,
2257,user2257,18577,0,293,34,2,38,,,
2258,user2258,18593,1,237,2,1,2,,,
2259,user2259,18596,0,143,16,1,16,,,
2260,user2260,18600,0,176,12,1,12,,,
2261,user2261,18601,0,392,2,9,32,,,
2262,user2262,18603,1,227,14,2,20,,,
2263,user2263,18621,0,105,10,1,10,,,
2264,user2264,18622,1,215,12,1,12,,,
2265,user2265,18623,1,228,12,5,34,,,
2266,user2266,18630,1,155,16,1,16,,,
2267,user2267,18631,1,408,16,9,52,,,
2268,user2268,18644,1,27,30,1,30,,,
2269,user2269,18647,1,201,32,2,36,,,
2270,user2270,18652,1,215,4,1,4,,,
2271,user2271,18658,1,147,10,8,32,,,
2272,user2272,18659,1,178,8,4,22,,,
2273,user2273,18660,1,298,32,2,34,,,
2274,user2274,18665,1,256,10,4,18,,,
2275,user2275,18672,0,294,18,1,18,,,
2276,user2276,18673,0,298,6,3,20,,,
2277,user2277,18679,1,347,24,12,84,,,
2278,user2278,18680,0,158,2,2,8,,,
2279,user2279,18681,1,31,10,1,10,,,
2280,user2280,18691,1,311,30,12,66,,,
2281,user2281,18701,0,419,14,8,56,,,
2282,user2282,18707,1,292,12,1,12,,,
2283,user2283,18712,0,367,26,7,50,,,
2284,user2284,18729,1,133,14,2,20,,,
2285,user2285,18734,1,284,18,11,72,,,
2286,user2286,18737,1,228,10,1,10,,,
2287,user2287,18749,0,235,28,1,28,,,
2288,user2288,18751,0,347,36,6,54,,,
2289,user2289,18754,0,246,26,2,30,,,
2290,user2290,18755,1,62,6,2,14,,,
2291,user2291,18834,0,216,8,2,14,,,
2292,user2292,18860,0,335,4,11,54,,,
2293,user2293,18861,1,467,14,12,84,,,
2294,user2294,18865,1,53,16,2,20,,,
2295,user2295,18866,1,162,32,1,32,,,
2296,user2296,18867,1,278,16,10,48,,,
2297,user2297,18876,1,290,12,4,34,,,
2298,user2298,18887,1,321,16,7,38,,,
2299,user2299,18890,1,310,16,1,16,,,
2300,user2300,18897,1,328,10,2,12,,,
2301,user2301,18909,1,170,8,4,22,,,
2302,user2302,18912,1,195,8,6,42,,,
2303,user2303,18918,1,211,4,1,4,,,
2304,user2304,18922,0,364,16,8,58,,,
2305,user2305,18961,1,445,12,12,56,,,
2306,user2306,18962,0,258,8,1,8,,,
2307,user2307,18968,0,264,10,2,18,,,
2308,user2308,18977,1,175,6,2,14,,,
2309,user2309,18978,0,171,32,7,72,,,
2310,user2310,18984,1,456,16,11,78,,,
2311,user2311,18985,1,168,16,2,18,,,
2312,user2312,18989,1,257,10,2,14,,,
2313,user2313,18992,0,161,2,8,18,,,
2314,user2314,18994,0,85,10,1,10,,,
2315,user2315,19002,1,323,4,2,8,,,
2316,user2316,19014,0,223,16,1,16,,,
2317,user2317,19015,1,197,20,12,48,,,
2318,user2318,19016,0,161,14,1,14,,,
2319,user2319,19026,1,70,32,1,32,,,
2320,user2320,19029,1,318,18,2,20,,,
2321,user2321,19039,1,241,18,1,18,,,
2322,user2322,19076,1,307,4,2,8,,,
2323,user2323,19078,1,250,28,2,32,,,
2324,user2324,19079,1,87,6,3,18,,,
2325,user2325,19080,1,155,6,7,30,,,
2326,user2326,19089,0,327,16,2,20,,,
2327,user2327,19097,1,262,32,12,90,,,
2328,user2328,19116,0,73,4,2,12,,,
2329,user2329,19126,1,45,30,1,30,,,
2330,user2330,19140,0,148,8,2,16,,,
2331,user2331,19161,1,76,12,2,18,,,
2332,user2332,19164,1,217,10,1,10,,,
2333,user2333,19171,1,187,12,1,12,,,
2334,user2334,19187,1,306,10,1,10,,,
2335,user2335,19198,1,380,16,11,76,,,
2336,user2336,19201,1,251,12,6,32,,,
2337,user2337,19204,1,191,8,8,26,,,
2338,user2338,19220,1,76,10,1,10,,,
2339,user2339,19225,1,381,2,9,44,,,
2340,user2340,19226,1,191,6,1,6,,,
2341,user2341,19237,1,187,14,2,18,,,
2342,user2342,19242,0,212,12,1,12,,,
2343,user2343,19244,1,318,20,2,24,,,
2344,user2344,19245,1,235,16,10,46,,,
2345,user2345,19247,1,245,18,2,22,,,
2346,user2346,19251,1,154,14,1,14,,,
2347,user2347,19261,1,278,2,12,54,,,
2348,user2348,19263,0,279,32,2,36,,,
2349,user2349,19266,1,143,20,2,28,,,
2350,user2350,19275,0,248,16,2,22,,,
2351,user2351,19281,1,232,8,7,48,,,
2352,user2352,19291,1,79,2,2,10,,,
2353,user2353,19306,1,230,12,1,12,,,
2354,user2354,19316,1,181,12,1,12,,,
2355,user2355,19334,0,244,34,1,34,,,
2356,user2356,19337,1,107,10,1,10,,,
2357,user2357,19345,0,305,10,1,10,,,
2358,user2358,19346,1,177,32,1,32,,,
2359,user2359,19348,0,289,6,12,38,,,
2360,user2360,19357,0,219,22,2,26,,,
2361,user2361,19362,1,67,12,2,18,,,
2362,user2362,19366,0,350,6,11,36,,,
2363,user2363,19381,1,294,10,1,10,,,
2364,user2364,19390,1,306,14,2,20,,,
2365,user2365,19400,1,150,18,7,32,,,
2366,user2366,19402,1,261,16,1,16,,,
2367,user2367,19414,1,93,4,1,4,,,
2368,user2368,19418,1,187,12,1,12,,,
2369,user2369,19428,0,163,24,1,24,,,
2370,user2370,19431,0,74,14,1,14,,,
2371,user2371,19433,0,279,2,2,4,,,
2372,user2372,19436,1,82,14,2,16,,,
2373,user2373,19440,1,147,16,4,32,,,
2374,user2374,19446,1,315,20,2,26,,,
2375,user2375,19458,1,284,14,1,14,,,
2376,user2376,19474,1,267,10,6,28,,,
2377,user2377,19488,0,81,10,2,16,,,
2378,user2378,19489,1,285,16,3,26,,,
2379,user2379,19506,0,64,2,1,2,,,
2380,user2380,19508,0,304,10,11,48,,,
2381,user2381,19513,1,266,32,2,36,,,
2382,user2382,19515,1,32,12,2,20,,,
2383,user2383,19517,0,317,6,2,12,,,
2384,user2384,19523,0,223,12,2,18,,,
2385,user2385,19528,0,92,2,1,2,,,
2386,user2386,19529,1,424,12,11,52,,,
2387,user2387,19551,1,420,8,12,48,,,
2388,user2388,19559,0,127,32,2,38,,,
2389,user2389,19563,1,25,2,1,2,,,
2390,user2390,19573,1,198,8,2,14,,,
2391,user2391,19585,1,84,12,2,14,,,
2392,user2392,19590,1,179,12,4,32,,,
2393,user2393,19601,1,381,8,8,26,,,
2394,user2394,19617,1,234,14,3,22,,,
2395,user2395,19634,0,235,12,1,12,,,
2396,user2396,19638,0,121,32,8,48,,,
2397,user2397,19644,0,359,12,11,70,,,
2398,user2398,19645,1,153,30,2,34,,,
2399,user2399,19646,0,179,10,1,10,,,
2400,user2400,19671,1,232,16,1,16,,,
2401,user2401,19677,1,392,16,10,54,,,
2402,user2402,19689,1,143,16,1,16,,,
2403,user2403,19694,1,105,12,2,20,,,
2404,user2404,19699,1,254,12,2,18,,,
2405,user2405,19702,1,260,10,1,10,,,
2406,user2406,19709,0,208,16,2,20,,,
2407,user2407,19738,1,89,34,1,34,,,
2408,user2408,19749,1,79,12,2,16,,,
2409,user2409,19784,0,98,10,3,18,,,
2410,user2410,19786,1,83,16,1,16,,,
2411,user2411,19805,1,419,14,12,78,,,
2412,user2412,19806,1,122,2,2,8,,,
2413,user2413,19819,0,146,16,2,20,,,
2414,user2414,19834,0,130,10,3,24,,,
2415,user2415,19851,1,96,22,1,22,,,
2416,user2416,19868,1,342,22,9,70,,,
2417,user2417,19881,1,178,4,2,8,,,
2418,user2418,19884,1,22,6,1,6,,,
2419,user2419,19886,0,304,12,8,30,,,
2420,user2420,19892,1,250,8,7,24,,,
2421,user2421,19894,0,143,14,1,14,,,
2422,user2422,19920,1,216,26,2,34,,,
2423,user2423,19925,1,309,12,5,34,,,
2424,user2424,19930,1,47,10,1,10,,,
2425,user2425,19931,1,32,12,1,12,,,
2426,user2426,19965,1,73,34,1,34,,,
2427,user2427,19968,1,300,16,1,16,,,
2428,user2428,19969,1,138,8,7,48,,,
2429,user2429,19977,0,176,12,2,18,,,
2430,user2430,19996,1,245,2,1,2,,,
2431,user2431,20009,1,179,6,1,6,,,
2432,user2432,20016,0,261,34,2,36,,,
2433,user2433,20024,0,223,4,1,4,,,
2434,user2434,20028,1,112,22,2,28,,,
2435,user2435,20032,1,151,34,2,40,,,
2436,user2436,20041,0,354,24,4,32,,,
2437,user2437,20043,1,83,14,1,14,,,
2438,user2438,20044,1,267,12,6,42,,,
2439,user2439,20048,0,161,22,2,28,,,
2440,user2440,20050,0,161,4,1,4,,,
2441,user2441,20053,1,148,10,1,10,,,
2442,user2442,20056,1,127,4,1,4,,,
2443,user2443,20061,1,345,16,12,72,,,
2444,user2444,20071,0,284,14,2,22,,,
2445,user2445,20072,1,410,22,10,44,,,
2446,user2446,20074,1,211,14,7,38,,,
2447,user2447,20085,0,228,14,2,20,,,
2448,user2448,20093,1,340,10,8,58,,,
2449,user2449,20095,1,372,16,12,86,,,
2450,user2450,20106,0,214,14,1,14,,,
2451,user2451,20109,0,72,2,2,4,,,
2452,user2452,20110,1,184,12,2,18,,,
2453,user2453,20131,1,328,10,3,16,,,
2454,user2454,20133,0,273,18,2,20,,,
2455,user2455,20153,0,195,22,12,86,,,
2456,user2456,20159,1,83,10,1,10,,,
2457,user2457,20176,0,153,12,9,48,,,
2458,user2458,20183,0,171,6,6,34,,,
2459,user2459,20186,1,104,34,3,50,,,
2460,user2460,20198,0,170,34,1,34,,,
2461,user2461,20200,1,418,34,11,64,,,
2462,user2462,20212,1,208,8,1,8,,,
2463,user2463,20214,1,270,2,2,10,,,
2464,user2464,20242,1,202,8,1,8,,,
2465,user2465,20262,1,225,8,2,14,,,
2466,user2466,20273,0,234,36,6,60,,,
2467,user2467,20277,1,177,14,11,36,,,
2468,user2468,20289,1,258,16,2,22,,,
2469,user2469,20297,1,238,16,6,48,,,
2470,user2470,20301,0,325,6,4,28,,,
2471,user2471,20310,1,152,4,2,8,,,
2472,user2472,20334,1,198,14,1,14,,,
2473,user2473,20348,1,56,4,2,8,,,
2474,user2474,20353,0,225,2,8,30,,,
2475,user2475,20364,0,146,26,2,32,,,
2476,user2476,20371,1,192,12,11,48,,,
2477,user2477,20384,1,192,10,1,10,,,
2478,user2478,20394,1,160,26,10,48,,,
2479,user2479,20395,0,222,14,2,22,,,
2480,user2480,20408,1,214,8,1,8,,,
2481,user2481,20418,1,397,22,10,72,,,
2482,user2482,20422,1,119,10,1,10,,,
2483,user2483,20431,1,134,10,4,22,,,
2484,user2484,20432,0,362,18,11,66,,,
2485,user2485,20444,1,190,2,1,2,,,
2486,user2486,20456,1,181,10,1,10,,,
2487,user2487,20458,1,149,4,2,12,,,
2488,user2488,20465,1,191,24,8,50,,,
2489,user2489,20495,0,372,8,5,32,,,
2490,user2490,20508,0,260,8,8,28,,,
2491,user2491,20511,1,153,16,2,20,,,
2492,user2492,20546,0,149,14,1,14,,,
2493,user2493,20556,1,25,12,1,12,,,
2494,user2494,20566,0,234,16,1,16,,,
2495,user2495,20571,0,37,12,2,18,,,
2496,user2496,20575,1,31,14,2,22,,,
2497,user2497,20581,0,63,24,3,38,,,
2498,user2498,20583,1,249,10,7,50,,,
2499,user2499,20586,1,80,16,2,22,,,
2500,user2500,20594,1,34,14,1,14,,,
2501,user2501,20597,0,114,30,2,32,,,
2502,user2502,20598,1,217,14,1,14,,,
2503,user2503,20601,0,368,36,5,62,,,
2504,user2504,20605,1,201,16,2,20,,,
2505,user2505,20606,1,103,30,1,30,,,
